t_sec,x,y,z,yaw,pitch,roll
0.837059736251831,-0.4901711642742157,-0.9119706153869629,-2.6341805458068848,179.82968936569665,170.01262578697296,-89.57143198184761
0.8513541221618652,-0.4902016222476959,-0.9119042754173279,-2.634143352508545,179.83586892480585,170.0080982975883,-89.57024088796123
0.8670763969421387,-0.4901598393917084,-0.9118428230285645,-2.6341187953948975,179.83447109766524,170.0068229246367,-89.57108106521473
0.8827097415924072,-0.49016958475112915,-0.9117964506149292,-2.634281635284424,179.8383879693188,170.00858768223654,-89.56805463298727
0.8986115455627441,-0.49016430974006653,-0.9117850661277771,-2.634277105331421,179.83861617154398,170.00724326564472,-89.56649804595139
0.9142930507659912,-0.49049967527389526,-0.9117051362991333,-2.6348965167999268,179.8310766631198,170.0194992609429,-89.55589639276953
0.9298844337463379,-0.49041548371315,-0.9117830395698547,-2.634988784790039,179.82723324490064,170.0191196257931,-89.5614890162573
0.9454538822174072,-0.49035924673080444,-0.9117682576179504,-2.6348509788513184,179.82754328207326,170.01927571514776,-89.55851882909181
0.9611358642578125,-0.4906340539455414,-0.9118645787239075,-2.635535955429077,179.82021778859544,170.02870949951324,-89.54648315343013
0.9766082763671875,-0.49067622423171997,-0.9118359088897705,-2.635586977005005,179.8173724382954,170.03018721113563,-89.54803205622643
0.9923312664031982,-0.49056148529052734,-0.9119702577590942,-2.6355535984039307,179.81193440960666,170.02921121856565,-89.55421006710033
1.0075442790985107,-0.4907146096229553,-0.9120669364929199,-2.6360340118408203,179.80056862764548,170.03823585981317,-89.54270110900511
1.023195743560791,-0.4905553460121155,-0.9121794700622559,-2.6359174251556396,179.79684106620383,170.0410750625188,-89.54836998620343
1.0384399890899658,-0.49054446816444397,-0.9122052192687988,-2.6359617710113525,179.7958314487755,170.040051480906,-89.55199728096137
1.0539939403533936,-0.4903731346130371,-0.9123074412345886,-2.635786771774292,179.79205861084324,170.03632887713803,-89.55588548420197
1.0699808597564697,-0.49030351638793945,-0.9122613072395325,-2.6355249881744385,179.79275761552398,170.0335493782862,-89.56120318223824
1.0852789878845215,-0.49072882533073425,-0.9124985337257385,-2.6364407539367676,179.7907821393708,170.0446679657045,-89.54770560202424
1.1010985374450684,-0.49064090847969055,-0.912516713142395,-2.6361992359161377,179.7894890975041,170.03748120838927,-89.55081130821361
1.117222785949707,-0.4906516373157501,-0.9125601053237915,-2.6362388134002686,179.78873736021427,170.03746657224534,-89.55205700708983
1.132777452468872,-0.49058184027671814,-0.9125494360923767,-2.6361119747161865,179.79129922185462,170.03360042305295,-89.55484621334641
1.1481003761291504,-0.4905034303665161,-0.9125596880912781,-2.636075258255005,179.79251798896334,170.02782747240076,-89.55765415351358
1.1642515659332275,-0.49049776792526245,-0.9125273823738098,-2.6359732151031494,179.79634258169395,170.025141839003,-89.56336441525283
1.1796836853027344,-0.49054622650146484,-0.9125200510025024,-2.6360020637512207,179.79982746807693,170.02386883010305,-89.56674527128612
1.195589303970337,-0.4905509352684021,-0.9125460386276245,-2.636028289794922,179.8013556127034,170.02289024930516,-89.56601011116413
1.211463451385498,-0.49059703946113586,-0.9125036001205444,-2.636115550994873,179.8017166020814,170.0276955466919,-89.56511188732642
1.2264227867126465,-0.4905443489551544,-0.912312388420105,-2.6357688903808594,179.80607927310217,170.02473844001034,-89.56929039249539
1.2412877082824707,-0.4905274212360382,-0.9122816920280457,-2.635867118835449,179.80346502211677,170.02273786573454,-89.56547247643002
1.2560434341430664,-0.4905388355255127,-0.9122716188430786,-2.6358871459960938,179.802677001361,170.02292818164267,-89.56814913359236
1.2714176177978516,-0.49049559235572815,-0.9121643304824829,-2.635762929916382,179.80657728765277,170.0246295323037,-89.56740531873919
1.2871882915496826,-0.4904957115650177,-0.9120866060256958,-2.63559627532959,179.81194889434462,170.02225103579255,-89.57030580278513
1.3027689456939697,-0.49047955870628357,-0.9120500087738037,-2.6354572772979736,179.81635644536846,170.0209221890597,-89.57267406194018
1.3185298442840576,-0.49048617482185364,-0.9120274782180786,-2.635465621948242,179.81400044947094,170.02313821062467,-89.57214503351013
1.3341460227966309,-0.4903509318828583,-0.9119771122932434,-2.635244131088257,179.81334079784352,170.02276371428238,-89.57405875236365
1.349576473236084,-0.4903183579444885,-0.9119691252708435,-2.6352148056030273,179.8169957771247,170.0183860785657,-89.57496278151977
1.3655900955200195,-0.490329384803772,-0.9119543433189392,-2.6349833011627197,179.82530056490563,170.0186400835938,-89.5786576831338
1.3812553882598877,-0.49030742049217224,-0.9119654297828674,-2.6348321437835693,179.83116512004696,170.0162324102952,-89.58201620453274
1.3962554931640625,-0.49030590057373047,-0.9119647741317749,-2.6348063945770264,179.83126624487377,170.01593511812607,-89.58049873822908
1.4117040634155273,-0.49054691195487976,-0.9120952486991882,-2.6354568004608154,179.81818332539692,170.03075766000083,-89.56634530250476
1.427271842956543,-0.49048906564712524,-0.9122115969657898,-2.6355202198028564,179.81603608760224,170.03148385676,-89.56671408277077
1.4429306983947754,-0.4904022812843323,-0.9121767282485962,-2.635256767272949,179.81363016575463,170.02907287986213,-89.5709774721582
1.4583852291107178,-0.49040111899375916,-0.9121890664100647,-2.635240316390991,179.81574419166566,170.02954821688215,-89.57273504403405
1.4744362831115723,-0.49034789204597473,-0.9121553897857666,-2.6349551677703857,179.81848464246772,170.02822659457712,-89.57574177019005
1.4902455806732178,-0.4902881383895874,-0.912078857421875,-2.634695291519165,179.81780131105674,170.0253586229493,-89.5750475203042
1.5053155422210693,-0.49021005630493164,-0.9119912385940552,-2.6345555782318115,179.81580382461485,170.02412252069843,-89.57314218077083
1.520887851715088,-0.49022430181503296,-0.9118987321853638,-2.6345512866973877,179.82154006187343,170.02278358340018,-89.56770856103859
1.5365586280822754,-0.4902181923389435,-0.9118947982788086,-2.6345221996307373,179.8212092768686,170.02281192366584,-89.56916471691545
1.5523574352264404,-0.4902494549751282,-0.9117982983589172,-2.6344151496887207,179.82992167183713,170.0228582020995,-89.57190717982365
1.5672004222869873,-0.49025899171829224,-0.9117382168769836,-2.6343681812286377,179.83358440971853,170.02491100041277,-89.57186168256996
1.5827879905700684,-0.4902630150318146,-0.9116774797439575,-2.634342908859253,179.83565251012118,170.02282634253697,-89.56998503449825
1.597881555557251,-0.4902656078338623,-0.9116518497467041,-2.6343231201171875,179.83416940978492,170.02294113607854,-89.5708943067731
1.6141345500946045,-0.4901926815509796,-0.9116352200508118,-2.634221076965332,179.8335490929713,170.02139260704487,-89.5721480385163
1.629368543624878,-0.4901147484779358,-0.9116240739822388,-2.6341869831085205,179.832011300796,170.01807402756518,-89.57084360055167
1.645759105682373,-0.4901173710823059,-0.911649227142334,-2.634215831756592,179.83411516284207,170.0155601246734,-89.56915699072785
1.6613149642944336,-0.4901217520236969,-0.9117138981819153,-2.6341941356658936,179.8388303153938,170.01510911178903,-89.5722205336438
1.6762824058532715,-0.4901089668273926,-0.9117076396942139,-2.6341724395751953,179.83823297891743,170.01589964835733,-89.57186585130398
1.6915466785430908,-0.49013271927833557,-0.911757230758667,-2.634082555770874,179.84459258387756,170.01217278647192,-89.57081524712754
1.7068290710449219,-0.49019455909729004,-0.9118205308914185,-2.6340818405151367,179.84546157461844,170.0121834688347,-89.57871642166096
1.7223985195159912,-0.49020859599113464,-0.9119421243667603,-2.634204149246216,179.84525645282793,170.01199567628615,-89.57987868722228
1.738389253616333,-0.49021315574645996,-0.9119603633880615,-2.6341583728790283,179.84652746743103,170.01121245905114,-89.58008607457782
1.7546095848083496,-0.49017617106437683,-0.9120085835456848,-2.6342780590057373,179.84491232433132,170.00991067697868,-89.57776039629584
1.769303798675537,-0.4901389181613922,-0.9119370579719543,-2.6342432498931885,179.84727724602277,170.01240642327886,-89.57771954033086
1.7855496406555176,-0.4901612401008606,-0.9118413329124451,-2.6342949867248535,179.8474904231335,170.011855065922,-89.57875345250021
1.801140546798706,-0.4901826083660126,-0.911769688129425,-2.634171724319458,179.85475595813935,170.01420020616428,-89.57792669268007
1.8163158893585205,-0.4901930093765259,-0.9117522239685059,-2.6341376304626465,179.8542040081096,170.01581886748383,-89.58019997485538
1.8318190574645996,-0.49013981223106384,-0.9116841554641724,-2.63419246673584,179.85359458574888,170.01436327073782,-89.58095401326715
1.84722900390625,-0.4900614023208618,-0.9115889072418213,-2.6341707706451416,179.85268658344734,170.01708776124823,-89.58000156931546
1.8627955913543701,-0.4901030659675598,-0.9115554690361023,-2.6342263221740723,179.85311978385513,170.0144637694286,-89.58183903421667
1.878053903579712,-0.49009329080581665,-0.9115114212036133,-2.6342244148254395,179.8554677899993,170.01671444972533,-89.58118954380849
1.8942477703094482,-0.4901961088180542,-0.9115002155303955,-2.63421893119812,179.85961340351727,170.01242159547712,-89.58229013516639
1.9095828533172607,-0.4901420474052429,-0.9115200042724609,-2.6340792179107666,179.8592296560295,170.01436311694448,-89.58633839407888
1.925278902053833,-0.49011924862861633,-0.9115616083145142,-2.6341311931610107,179.85911794192432,170.01369301133207,-89.58089680520689
1.9405324459075928,-0.49009668827056885,-0.9115996956825256,-2.6341257095336914,179.85783851364042,170.00652982176348,-89.5837100655384
1.9564545154571533,-0.4900856912136078,-0.9115978479385376,-2.634101390838623,179.85559141869632,170.0102118675051,-89.58455953460621
1.9721333980560303,-0.49040687084198,-0.9116778373718262,-2.6347169876098633,179.84572860027285,170.02172331608583,-89.5672257699736
1.987436294555664,-0.49051913619041443,-0.9118646383285522,-2.6352803707122803,179.83104894056163,170.03290811793232,-89.55464606210212
2.002912759780884,-0.4903934597969055,-0.9120439291000366,-2.635380506515503,179.81529255286299,170.0294735357168,-89.55491518546636
2.0182316303253174,-0.4903930723667145,-0.9120556116104126,-2.635392189025879,179.81608350840767,170.03190301189633,-89.56261448540495
2.034142017364502,-0.4903232157230377,-0.9121740460395813,-2.635200262069702,179.8226408124415,170.02740612744518,-89.56060276096666
2.049743413925171,-0.49033769965171814,-0.9122973084449768,-2.635171413421631,179.8253555906841,170.02424743481765,-89.56359437901938
2.065242290496826,-0.49017763137817383,-0.9122276902198792,-2.6348044872283936,179.82188658018157,170.02202281893742,-89.57270173397957
2.080681085586548,-0.4901599586009979,-0.9122105836868286,-2.6348047256469727,179.819287461273,170.02108593989806,-89.56061684408691
2.096146583557129,-0.4901408553123474,-0.9122578501701355,-2.634777069091797,179.81944049687556,170.0189136438305,-89.56607285567081
2.111448049545288,-0.4902876019477844,-0.9122787714004517,-2.635028600692749,179.83143580495806,170.02383603365686,-89.56214054269066
2.126598358154297,-0.4902638792991638,-0.9121086597442627,-2.6346538066864014,179.83059710869463,170.01757623548949,-89.56762891810982
2.1427435874938965,-0.4902714788913727,-0.9120385050773621,-2.6346964836120605,179.83709918132843,170.01875550219307,-89.56674538975452
2.1579794883728027,-0.49026718735694885,-0.9119709730148315,-2.6347155570983887,179.83048666403823,170.01949337494386,-89.56987376778294
2.1733083724975586,-0.4902809262275696,-0.911969006061554,-2.6346986293792725,179.83436326727352,170.01528444582615,-89.56761602286393
2.1886472702026367,-0.4903022348880768,-0.9119352102279663,-2.634852886199951,179.83389096817947,170.0167425664167,-89.56570444449555
2.204225540161133,-0.49028411507606506,-0.9118611216545105,-2.634815216064453,179.83896675315293,170.0166062543543,-89.57173472213641
2.2202603816986084,-0.4903166890144348,-0.9118260741233826,-2.6348631381988525,179.83791399463786,170.01302520127527,-89.56870552967625
2.235424757003784,-0.49032655358314514,-0.9118166565895081,-2.634876251220703,179.84127719332528,170.0129332060434,-89.55714423390792
2.25136137008667,-0.4903140962123871,-0.9118408560752869,-2.6348352432250977,179.84239787868145,170.00716531715386,-89.57559650548104
2.266563653945923,-0.4905436336994171,-0.9118903875350952,-2.6355769634246826,179.82632843001642,170.0243237977489,-89.55448867948805
2.282456398010254,-0.49050629138946533,-0.9120023250579834,-2.635648012161255,179.82482935557007,170.0181883836507,-89.55103267294048
2.2984697818756104,-0.4904065430164337,-0.9120729565620422,-2.635448455810547,179.82674815233267,170.02096485587194,-89.56087482010629
2.314131259918213,-0.4903876483440399,-0.9120909571647644,-2.6354727745056152,179.82550332093066,170.02436702443273,-89.55458443930377
2.3282642364501953,-0.49034374952316284,-0.9121552109718323,-2.6354007720947266,179.82190123270473,170.0110537714201,-89.55938950243241
2.344240427017212,-0.4902670681476593,-0.9122058153152466,-2.6352474689483643,179.82220530865695,170.014165967007,-89.56623296708209
2.3594768047332764,-0.49023500084877014,-0.9121739268302917,-2.6350669860839844,179.82674961909166,170.0152744149885,-89.56148787810658
2.3753228187561035,-0.4902203381061554,-0.9122142791748047,-2.6350479125976562,179.8254850075084,170.00826957817515,-89.56303399317889
2.3913896083831787,-0.490207701921463,-0.9121608734130859,-2.634812116622925,179.82797703069022,170.0149642613678,-89.56689127369292
2.406622886657715,-0.4902228116989136,-0.912071168422699,-2.6345207691192627,179.8281312361947,170.00881875779535,-89.5722578951625
2.4223222732543945,-0.49026399850845337,-0.9119681715965271,-2.634369134902954,179.8370521423723,170.0046329734036,-89.57175683594978
2.438439130783081,-0.4902328550815582,-0.9118800759315491,-2.6342520713806152,179.83771777850683,170.0071413334983,-89.57135127530314
2.453967571258545,-0.49024251103401184,-0.9118754863739014,-2.6342015266418457,179.8348891535674,170.00489401362975,-89.5764825097785
2.469191074371338,-0.49020078778266907,-0.9118165373802185,-2.634289026260376,179.83592000175048,170.0078150513182,-89.56999568005583
2.4852564334869385,-0.4901634156703949,-0.9117295145988464,-2.634209632873535,179.83915413148253,170.00277740726324,-89.57527825662879
2.5006842613220215,-0.49009305238723755,-0.9116345643997192,-2.6341540813446045,179.83751293043971,170.00101576438414,-89.57290053943976
2.5160932540893555,-0.49016299843788147,-0.9116241335868835,-2.634291410446167,179.8409815921698,170.00455729976994,-89.56887183178515
2.532099485397339,-0.49016568064689636,-0.9115906953811646,-2.6342475414276123,179.84401189167477,169.9992551572125,-89.5755150647685
2.547431707382202,-0.4901904761791229,-0.9116343855857849,-2.6343350410461426,179.84220123279044,170.00224044059104,-89.57323203012965
2.562122344970703,-0.49020642042160034,-0.9116515517234802,-2.6343746185302734,179.8432559512435,170.00035055261773,-89.57116273826193
2.578213930130005,-0.4902130365371704,-0.9116258025169373,-2.6342127323150635,179.84614629219976,169.99443701125003,-89.58023797231674
2.5944390296936035,-0.4902183413505554,-0.911603569984436,-2.6341803073883057,179.84281799385334,170.0024147798477,-89.57885624355113
2.609790802001953,-0.4901297688484192,-0.9116007089614868,-2.6340174674987793,179.84402118878887,169.99772799388285,-89.58216813971119
2.625626802444458,-0.4900816082954407,-0.9116116762161255,-2.6339240074157715,179.84523907438955,169.99669827895127,-89.58065295497077
2.6415023803710938,-0.4901101887226105,-0.9116215109825134,-2.633852958679199,179.84728554360896,170.0014008894672,-89.58337276041517
2.656348705291748,-0.49012577533721924,-0.9116097688674927,-2.6337225437164307,179.85096778952445,169.99371452897935,-89.58938698693868
2.6716103553771973,-0.4901261627674103,-0.9116016626358032,-2.6336817741394043,179.85373249540837,169.99939605946258,-89.58514954066644
2.6870651245117188,-0.49009156227111816,-0.9115835428237915,-2.633514881134033,179.8518630088489,169.99264158820895,-89.59132460782016
2.702376127243042,-0.4900740385055542,-0.911601722240448,-2.6334967613220215,179.85523620353402,169.992172825767,-89.59264980724397
2.7184181213378906,-0.490077942609787,-0.9116931557655334,-2.633639335632324,179.84825558365745,169.99502378028345,-89.58871014404285
2.7340736389160156,-0.49008265137672424,-0.9116869568824768,-2.633573055267334,179.85327416524717,169.99193725758522,-89.59328134863752
2.7501306533813477,-0.4902469217777252,-0.911668062210083,-2.6342251300811768,179.83635196525407,170.00856968061842,-89.56979199999107
2.7654073238372803,-0.49017462134361267,-0.9116503000259399,-2.634225845336914,179.83070739265096,170.00423642287174,-89.57186189083446
2.780951976776123,-0.4901399314403534,-0.9116603136062622,-2.6341640949249268,179.83193918452994,170.0045766933639,-89.57873415826373
2.796353816986084,-0.49013060331344604,-0.9116348624229431,-2.634148359298706,179.83158961178825,170.00814395055048,-89.57574047591825
2.8126745223999023,-0.4901633560657501,-0.9115855693817139,-2.6341283321380615,179.83397764814552,170.0034493462089,-89.57664093597347
2.8269829750061035,-0.49017950892448425,-0.9115587472915649,-2.6340808868408203,179.8396803573702,170.00625821014376,-89.58045390034884
2.842287302017212,-0.4902118146419525,-0.9115526080131531,-2.6341795921325684,179.83893604251227,170.00671663639514,-89.58104037212715
2.857393503189087,-0.490200936794281,-0.9115750789642334,-2.6341326236724854,179.8456666209704,170.00470339587613,-89.58377089650246
2.872746467590332,-0.49019795656204224,-0.9115560054779053,-2.634117603302002,179.84192706494787,170.0067301858232,-89.58205692119904
2.8882155418395996,-0.49012669920921326,-0.9115367531776428,-2.634108066558838,179.839626430326,170.00397978021974,-89.58292245251863
2.9049174785614014,-0.4900255799293518,-0.911519467830658,-2.6340177059173584,179.83650705983166,170.00246092751118,-89.581878509717
2.9214696884155273,-0.49001550674438477,-0.9115010499954224,-2.6338388919830322,179.8398930068915,170.00302810957615,-89.58388624910019
2.936265707015991,-0.49009406566619873,-0.9115847945213318,-2.633875608444214,179.8485332836505,170.00071985304987,-89.58834396633824
2.951603412628174,-0.4900898039340973,-0.9115740656852722,-2.6338422298431396,179.84784531568286,170.00500775896867,-89.58538572077765
2.967655658721924,-0.4900663197040558,-0.9116677641868591,-2.633758068084717,179.84747214771616,170.00672330729466,-89.58865397714378
2.983346939086914,-0.49005287885665894,-0.9117308259010315,-2.6337907314300537,179.8489084188872,170.00595186189673,-89.59044955447828
2.9991204738616943,-0.4900939464569092,-0.9117770791053772,-2.6337549686431885,179.85537061020867,170.0065542056166,-89.58969525336036
3.0143072605133057,-0.49010464549064636,-0.9117943048477173,-2.6337037086486816,179.85582639208337,170.0047347959841,-89.5879557450942
3.030571222305298,-0.49007508158683777,-0.9118402600288391,-2.6337502002716064,179.85344231401,170.00596095917598,-89.58982226870393
3.0454978942871094,-0.4900820851325989,-0.9117833971977234,-2.633756160736084,179.85807191158824,170.0044622326374,-89.58761304986804
3.061051607131958,-0.4904056787490845,-0.9118320941925049,-2.634453058242798,179.8505522688145,170.01909689481747,-89.57085061398155
3.075702428817749,-0.49032697081565857,-0.9118143916130066,-2.6343796253204346,179.84366203299214,170.0216216338016,-89.57190611649908
3.091041326522827,-0.4903554320335388,-0.9117974042892456,-2.6343789100646973,179.84353339298656,170.01705552582183,-89.57379506225834
3.1064045429229736,-0.4902518093585968,-0.9117385745048523,-2.6343870162963867,179.83733731009855,170.0159206695433,-89.57578309896063
3.1220877170562744,-0.49024513363838196,-0.9116806387901306,-2.634514808654785,179.83986977804625,170.0129051146379,-89.5736026702358
3.1373770236968994,-0.4902575612068176,-0.911665678024292,-2.6345646381378174,179.84332926471842,170.0134484073972,-89.57356744418487
3.1532256603240967,-0.49024391174316406,-0.9116284251213074,-2.6345932483673096,179.84245993785984,170.01463841621546,-89.57467621442571
3.1693105697631836,-0.4902489483356476,-0.9116072654724121,-2.6346254348754883,179.84290632363806,170.01272186994177,-89.57415179894386
3.185260534286499,-0.49021849036216736,-0.9116095304489136,-2.634671449661255,179.8429317272113,170.01091338996596,-89.57599470929482
3.200702428817749,-0.4902653098106384,-0.9115885496139526,-2.6346664428710938,179.84987005675362,170.0108997836638,-89.58020638268476
3.2168307304382324,-0.49027642607688904,-0.9116520881652832,-2.6345856189727783,179.85492220584496,170.0048894516309,-89.57688900677074
3.2320303916931152,-0.49028491973876953,-0.9116389155387878,-2.6345903873443604,179.85446236864115,170.00524090045698,-89.57929019622178
3.247390031814575,-0.4901868402957916,-0.9116711020469666,-2.6344923973083496,179.84745728614013,170.00741250395896,-89.58579004742782
3.262960195541382,-0.4901862144470215,-0.9116923809051514,-2.6344285011291504,179.8544161927648,170.0059135286601,-89.57996713811578
3.278074264526367,-0.49017980694770813,-0.9117000699043274,-2.6342477798461914,179.85779860599587,170.0041085094888,-89.58659582654539
3.294165849685669,-0.49018803238868713,-0.9117088317871094,-2.6342198848724365,179.85589627938785,170.00731724252435,-89.59562965628318
3.3093435764312744,-0.49020469188690186,-0.911737322807312,-2.634166717529297,179.85783819363087,170.00024816904124,-89.588655541378
3.325373888015747,-0.4901992678642273,-0.9117736220359802,-2.634108304977417,179.85788584186594,170.00053873429633,-89.59188761721171
3.34088397026062,-0.4901847541332245,-0.9118064045906067,-2.6340508460998535,179.85734384524915,170.00573928594807,-89.59369382772486
3.3562417030334473,-0.4902048408985138,-0.9117996096611023,-2.634099006652832,179.86230225004638,169.99804031615162,-89.58923922717693
3.3714866638183594,-0.49019622802734375,-0.9117984175682068,-2.6340715885162354,179.85943425430438,169.9977179502913,-89.59247080361811
3.3871850967407227,-0.490222305059433,-0.9117861986160278,-2.6340630054473877,179.8625453774146,170.0008445313986,-89.58987173044633
3.4030344486236572,-0.4901576638221741,-0.9117159247398376,-2.6340019702911377,179.85907555149643,169.99517704892483,-89.58697648197007
3.4180026054382324,-0.4901018440723419,-0.9116535186767578,-2.634005308151245,179.86070694913124,170.0034087273697,-89.5864505306395
